DATE,TIME,CLOSE,HIGH,LOW,OPEN,VOLUME
23/01/2017,12:11:00,9.583,9.585,9.583,9.585,1437
23/01/2017,12:12:00,9.579,9.579,9.579,9.579,100
23/01/2017,12:13:00,9.579,9.587,9.579,9.587,494
23/01/2017,12:21:00,9.589,9.589,9.589,9.589,575
23/01/2017,12:22:00,9.589,9.589,9.588,9.589,2781
23/01/2017,12:24:00,9.585,9.59,9.585,9.59,2797
23/01/2017,12:26:00,9.59,9.59,9.589,9.59,11956
23/01/2017,12:27:00,9.587,9.587,9.587,9.587,277
23/01/2017,12:28:00,9.587,9.59,9.587,9.59,1930
23/01/2017,12:29:00,9.586,9.586,9.586,9.586,400
23/01/2017,12:30:00,9.582,9.582,9.582,9.582,277
23/01/2017,12:31:00,9.586,9.586,9.586,9.586,100
23/01/2017,12:34:00,9.585,9.586,9.585,9.586,856
23/01/2017,12:35:00,9.579,9.581,9.579,9.581,7655
23/01/2017,12:36:00,9.581,9.581,9.579,9.579,256
23/01/2017,12:37:00,9.58,9.58,9.577,9.577,731
23/01/2017,12:38:00,9.577,9.577,9.577,9.577,78
23/01/2017,12:40:00,9.577,9.577,9.577,9.577,72
23/01/2017,12:42:00,9.573,9.577,9.57,9.577,3390
23/01/2017,12:44:00,9.57,9.57,9.57,9.57,4132
23/01/2017,12:46:00,9.57,9.572,9.57,9.572,1566
23/01/2017,12:49:00,9.574,9.574,9.574,9.574,357
23/01/2017,12:51:00,9.574,9.574,9.574,9.574,1002
