unit_id,PANEL,Tech2,Tech,Speed,Package,MarketClass,Urban_Rural,Region,Country,trim24_mean_download,trimpk_mean_download,max_download_average,min_download_average,t00000600MonSun,t06001200MonSun,t12001800MonSun,t18001900MonSun,t19002000MonSun,t20002100MonSun,t21002200MonSun,t22002300MonSun,t23002400MonSun,t00000600MonFri,trim4_mean_upload,trimpk_mean_upload,max_upload_average,Min_upload_average,disconnects_30_seconds_plus,dns_24hrs,dns_24_fail_rate,jitter_24hrs_up,jitter_24hrs_down,latencyloss24,latencyfail_rate24,webget24,dns_pk,dns_pk_fail_rate,jitter_pk_up,jitter_pk_down,latencypk,latencyfailratepk,webgetPK,YouTubeUHD24hr,YouTubeHD24hr,YouTubeSD24hr,YouTubeFailed24hr,YouTubeStartupDelay24hr,YouTubeUHDPeak,YouTubeHDPeak,YouTubeSDPeak,YouTubeFailedPeak,YouTubeStartupDelayPeak,NetflixUHD24hr,NetflixHD24hr,NetflixSD24hr,NetflixFailed24hr,NetflixStartupDelay24hr,NetflixUHDPeak,NetflixHDPeak,NetflixSDPeak,NetflixFailedPeak,NetflixStartupDelayPeak,Min_max,Peak_max,weight_National,Weight_ISP
940114,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,North East,England,0.1789,0.17,0.2196,0.1622,0.1778,0.1841,0.1767,0.1724,0.1778,0.1699,0.1767,0.1871,0.1867,0.1799,0.5192,0.5073,0.5688,0.4356,5.8824,46.7146,0.003,0.6809,4.1709,42.5294,0.0048,10902.5063,47.056,0.0236,0.6705,4.9016,42.3704,0.011,11188.461,0,0,1,0,7047.676266,0,0,1,0,7728.0805,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.74,0.79,#NULL!,#NULL!
202342,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,North West,England,0.2384,0.23,0.2426,0.2239,0.2374,0.2412,0.241,0.2396,0.2393,0.2388,0.2263,0.2389,0.2393,0.2292,0.3563,0.3447,0.403,0.2885,8.5588,42.648,0.0009,0.8029,2.4149,41.7201,0.0003,15946.0823,43.0821,0,0.8214,2.6188,42.17,0.0001,16292.5899,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.92,0.96,0.21,#NULL!
939996,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Wales,Wales,0.3962,0.38,0.4158,0.3333,0.411,0.4036,0.4088,0.3912,0.3824,0.373,0.3945,0.3963,0.3965,0.4231,0.5242,0.519,0.5735,0.4137,0.8235,44.1025,0.0008,0.7807,1.4271,37.7488,0.0014,8957.188,44.4612,0,0.7902,1.8141,38.6232,0.0011,8765.7844,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.8,0.92,#NULL!,#NULL!
37312,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,0.3818,0.39,0.4663,0.2806,0.4463,0.3592,0.3546,0.3907,0.3989,0.3614,0.4223,0.3583,0.343,0.4477,0.2521,0.2582,0.3005,0.2248,0.7353,59.2124,0.0002,1.2886,1.5731,55.9322,0.001,13039.6628,68.2749,0,1.1847,1.2682,62.0102,0,13214.2919,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.6,0.84,#NULL!,#NULL!
942978,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,East,England,0.4591,0.45,0.4715,0.4232,0.4597,0.4546,0.4589,0.4644,0.4642,0.4525,0.4564,0.4605,0.4637,0.4539,0.5219,0.534,0.5747,0.4384,0.6429,24.4431,0,0.6464,0.7441,18.2783,0.0009,7907.3013,24.5732,0,0.6376,1.0501,18.4061,0.0007,8137.2033,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.9,0.96,#NULL!,#NULL!
945236,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Northern Ireland,Northern Ireland,0.4357,0.43,0.4795,0.2917,0.4525,0.439,0.4038,0.4346,0.4316,0.4586,0.4022,0.4549,0.4482,0.4448,0.4167,0.4182,0.499,0.3193,5.6316,55.0113,0.0114,0.9484,0.87,46.3484,0.0192,8005.7311,56.092,0.0098,0.9151,0.7601,46.5219,0.0168,7732.767,0,0,1,0,3333.818682,0,0,1,0,3383.011667,0,0,0.9556,0.0444,3312.25212,0,0,0.8,0.2,6842.505733,0.61,0.9,0.14,#NULL!
940090,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,0.5021,0.49,0.5123,0.4648,0.5094,0.5109,0.5,0.5047,0.4954,0.4903,0.4957,0.5028,0.5055,0.5173,0.5128,0.5105,0.5648,0.4255,0.5294,50.0411,0.0008,0.8138,0.8737,46.3647,0.0007,7349.845,50.3158,0,0.8408,0.9068,46.5643,0.0001,7447.0194,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.91,0.96,0.22,#NULL!
940100,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,0.4293,0.41,0.5762,0.2262,0.519,0.4457,0.4315,0.3558,0.4283,0.4029,0.4199,0.4117,0.4492,0.5446,0.4799,0.4723,0.5933,0.3057,33.5588,57.6377,0.0205,0.7834,1.0422,80.2709,0.024,8926.6763,54.9339,0.0093,0.772,0.942,110.2319,0.0143,11269.2627,0,0,0.9583,0.0417,5991.453212,0,0,0.8,0.2,7238.3871,0,0,0.9,0.1,2759.96714,0,0,0.6667,0.3333,7494.852,0.39,0.71,0.25,#NULL!
942940,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Urban,South West,England,0.5929,0.65,0.6405,0.4586,0.6126,0.5688,0.5628,0.614,0.5787,0.6408,0.6661,0.5512,0.5715,0.5736,0.5294,0.5288,0.5801,0.4341,0.92,37.1636,0.0013,1.1039,0.8784,34.4085,0.005,7102.1852,37.328,0.0026,1.1254,1.2,34.6162,0.0047,6793.7895,0,0,1,0,2932.602909,0,0,1,0,2894.102769,0,0,1,0,2094.28791,0,0,1,0,2391.216429,0.72,1.02,0.45,#NULL!
633122,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,0.6116,0.6,0.6622,0.5304,0.6121,0.6148,0.6153,0.6226,0.6034,0.6059,0.5942,0.6143,0.6156,0.598,0.3991,0.3981,0.4248,0.3489,4.5,38.1367,0.0036,0.7446,0.5591,36.2505,0.0048,10230.3924,38.3296,0.0164,0.7602,0.5781,36.5219,0.0097,10123.8613,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.8,0.91,#NULL!,#NULL!
141966,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Urban,Yorkshire & Humberside,England,0.6568,0.65,0.6664,0.6189,0.6635,0.6486,0.6556,0.6676,0.6387,0.6672,0.6425,0.6738,0.6533,0.6686,0.4034,0.3981,0.4834,0.3374,0.0667,19.1638,0.0004,0.9306,0.494,18.4011,0.0005,9508.6406,19.3293,0,0.9493,0.5395,18.475,0.0001,9637.401,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.93,0.98,0.52,#NULL!
888421,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,South West,England,0.6098,0.57,0.6962,0.4734,0.6809,0.659,0.6272,0.5727,0.5739,0.5576,0.5742,0.5912,0.5985,0.6732,0.4741,0.4263,0.5588,0.3266,5.4412,46.5805,0.0007,1.2546,1.325,42.1468,0.001,5500.174,48.3471,0.0035,1.0392,1.2338,42.9396,0,5722.1744,0,0,1,0,4166.931471,0,0,1,0,5780.8965,0,0,0.9479,0.0521,3305.93871,0,0,0.9167,0.0833,4444.54325,0.68,0.81,0.12,#NULL!
943000,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,0.5776,0.54,0.717,0.4332,0.6863,0.6162,0.5701,0.5708,0.5343,0.5237,0.5474,0.5278,0.5626,0.683,0.5117,0.5008,0.5762,0.3975,3.6207,57.2481,0.0024,0.8127,0.7655,49.1098,0.0015,5328.5154,56.4674,0.0013,0.8375,0.7635,49.3913,0.0015,5159.9178,0,0,0.9896,0.0104,4852.896383,0,0,1,0,4168.869412,0,0,0.9579,0.0421,2630.78631,0,0,1,0,2060.385636,0.6,0.75,0.22,#NULL!
940110,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,0.5947,0.6,0.7185,0.4154,0.6319,0.6156,0.5594,0.5575,0.6048,0.5741,0.6194,0.5915,0.5877,0.6235,0.3838,0.3843,0.4312,0.301,4.4412,34.4837,0.0026,1.2317,0.6738,30.9833,0.002,5840.8466,39.1896,0.012,1.0092,0.8857,31.2603,0.0038,6103.9888,0,0,1,0,3433.063846,0,0,1,0,3693.85925,0,0,1,0,1911.22797,0,0,1,0,2055.8924,0.58,0.83,0.12,#NULL!
940490,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,0.7223,0.69,0.7495,0.5804,0.7687,0.7472,0.7433,0.7087,0.7223,0.6741,0.7023,0.6863,0.7184,0.7737,0.518,0.516,0.5773,0.4285,1.7059,49.3289,0.0022,0.779,0.7228,44.5626,0.0008,5092.6437,50.3026,0,0.8093,0.6596,44.7252,0.0015,5100.2491,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.77,0.92,#NULL!,#NULL!
940552,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,South West,England,0.5683,0.63,0.7603,0.5,0.4854,0.4696,0.5417,0.65,0.5274,0.6586,0.6054,0.6214,0.6304,0.4843,0.5196,0.5119,0.5598,0.4208,6.1765,66.4438,0.0024,0.7578,4.0734,61.1824,0.0046,3239.6442,66.8005,0,0.8957,3.9776,60.9606,0.0016,3008.9944,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.66,0.83,#NULL!,#NULL!
813819,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Northern Ireland,Northern Ireland,0.746,0.72,0.7666,0.6629,0.7558,0.7595,0.7513,0.758,0.7228,0.7102,0.7299,0.7513,0.7152,0.7649,0.4042,0.3652,0.469,0.3243,0.0588,51.0786,0.0002,0.7547,0.5982,45.4778,0.0001,8589.102,55.0345,0.0064,0.8548,0.7378,44.9943,0.0043,9973.1681,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.86,0.94,#NULL!,#NULL!
488818,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Northern Ireland,Northern Ireland,0.6599,0.65,0.8026,0.4744,0.6744,0.6624,0.6726,0.6739,0.672,0.7003,0.5908,0.6315,0.6074,0.673,0.3385,0.3565,0.414,0.2499,0.9118,46.4584,0.0185,0.7536,0.6051,39.4397,0.0598,9278.0569,48.0703,0.0097,0.7314,0.6433,39.9574,0.0131,9565.1336,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.59,0.8,0.08,#NULL!
940424,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,0.7369,0.71,0.8962,0.5156,0.8117,0.7681,0.7283,0.733,0.7214,0.6986,0.727,0.6903,0.7204,0.8325,0.4776,0.5022,0.565,0.3403,0.9412,57.5733,0.0006,0.7287,0.6275,45.701,0.001,4790.0759,67.662,0,0.8467,1.0711,51.0965,0.0001,5174.5855,0,0,1,0,4679.183321,0,0,1,0,4042.815722,0,0,0.9895,0.0105,3067.97702,0,0,1,0,2494.2614,0.58,0.8,0.25,#NULL!
939792,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,0.8306,0.84,0.9538,0.7882,0.8242,0.7934,0.829,0.8602,0.8352,0.8403,0.8373,0.8389,0.8272,0.873,0.4085,0.4145,0.481,0.314,2.5882,42.8325,0.0039,10.6583,1.4316,38.0283,0.003,5740.1176,42.4767,0,11.7256,1.6017,37.9655,0.0029,5390.7478,0,0,0.9579,0.0421,4159.369218,0,0,0.9091,0.0909,4163.727583,0,0,1,0,2170.8167,0,0,1,0,2194.8595,0.83,0.88,0.27,#NULL!
940538,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Wales,Wales,0.8736,0.91,0.9735,0.6534,0.8543,0.8581,0.8097,0.9086,0.9022,0.9206,0.9055,0.8962,0.8376,0.8533,0.5206,0.5024,0.5864,0.4021,1.1176,42.7517,0.0011,0.7977,0.6352,36.0726,0.0016,3746.8577,44.3334,0,0.8039,0.9375,36.6855,0,3956.6004,0,0,1,0,2368.498946,0,0,1,0,2710.680429,0,0,1,0,2444.52694,0,0,1,0,2871.142625,0.67,0.94,0.23,#NULL!
940520,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Urban,East,England,0.9516,0.95,0.98,0.9032,0.9496,0.9524,0.9525,0.9532,0.9488,0.954,0.9533,0.9455,0.9556,0.9546,0.5369,0.5359,0.5633,0.5059,0.0882,21.5485,0.0001,0.798,0.61,19.7726,0.0009,3635.9462,21.565,0,0.7901,0.6078,19.7611,0.0001,3606.7186,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.92,0.97,#NULL!,#NULL!
37326,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,East,England,0.9907,1,1.084,0.8365,0.9809,0.9914,0.9754,0.9963,0.9906,0.9872,1.0161,1.0097,0.9924,1.0008,0.267,0.2648,0.319,0.1999,0.2647,45.1886,0.0001,1.3768,0.5653,39.9715,0.0007,3825.0662,44.856,0,1.3625,0.5823,40.276,0,3677.3526,0,0,0.9971,0.0029,3320.310908,0,0,1,0,2308.787953,0,0,1,0,3332.71501,0,0,1,0,3200.385872,0.77,0.92,0.2,#NULL!
185390,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,2,Rural,Wales,Wales,1.1405,1,1.1971,0.8659,1.182,1.1661,1.1673,1.1435,1.147,0.9622,1.0298,1.1652,1.1824,1.1794,0.3937,0.3915,0.4714,0.2788,0.0882,18.4718,0.0003,0.7831,0.5343,13.2485,0.0001,3464.8335,19.6164,0.0041,0.9038,0.7232,13.5681,0.0005,4262.0722,0,0,1,0,2757.804448,0,0,1,0,3222.736367,0,0,0.982,0.018,2765.35107,0,0,0.9737,0.0263,3276.396768,0.72,0.83,0.13,#NULL!
940004,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,South East,England,1.0091,0.95,1.2061,0.7478,1.1175,1.0161,1.0195,0.9937,0.9347,0.9368,0.9727,1.0203,1.0137,1.1186,0.4974,0.5037,0.5701,0.3473,9.5882,28.2426,0.0027,1.1838,0.5595,21.1043,0.0033,3470.6109,29.0001,0.002,1.212,0.4784,21.4201,0.0001,4237.2324,0,0,1,0,2983.656353,0,0,1,0,5082.71825,0,0,0.9625,0.0375,3296.25448,0,0,0.8571,0.1429,7093.1282,0.62,0.79,#NULL!,#NULL!
814121,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,1.1172,1.07,1.218,0.8724,1.0664,1.1575,1.1469,1.2063,1.1603,1.0783,1.0592,1.1005,1.087,1.0762,0.4172,0.4115,0.4743,0.3313,0.0588,47.8477,0.0052,0.7747,0.551,43.1871,0.0037,3038.3739,49.1556,0.0045,0.7282,0.9026,43.5065,0.0114,3135.3867,0,0,1,0,2251.866046,0,0,1,0,2481.28064,0,0,0.9872,0.0128,2323.09142,0,0,1,0,2065.62604,0.72,0.88,#NULL!,#NULL!
37285,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,North East,England,1.2126,1.22,1.2339,1.1554,1.2097,1.209,1.2116,1.211,1.2094,1.2086,1.2268,1.2201,1.2151,1.2158,0.4048,0.4011,0.4752,0.2992,0.1176,27.0812,0,0.7844,0.7406,22.496,0.0002,3138.4496,27.3387,0,0.7755,0.7481,22.5132,0,3306.7129,0,0,1,0,2108.562577,0,0,1,0,2389.325717,0,0,1,0,2046.17945,0,0,1,0,2027.090525,0.94,0.99,#NULL!,#NULL!
826815,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,South West,England,1.16,1.17,1.2605,0.8053,1.1702,1.1079,1.1576,1.1686,1.2224,1.1352,1.2094,1.1609,1.1567,1.1858,0.4031,0.4046,0.476,0.2921,0.8824,48.4561,0.0161,0.6991,0.4906,46.2962,0.0183,3074.7573,48.4063,0.024,0.701,0.536,46.1195,0.0107,3131.8695,0,0,1,0,3416.200233,0,0,1,0,8914.22339,0,0,0.979,0.021,2481.63201,0,0,0.9737,0.0263,2777.704439,0.64,0.93,0.18,#NULL!
528738,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,South West,England,1.2218,1.22,1.2841,0.9872,1.2453,1.2257,1.2053,1.2142,1.257,1.2286,1.211,1.206,1.1913,1.2424,0.41,0.3977,0.4786,0.3012,0.1471,44.1052,0,0.7385,0.5123,42.114,0.0011,2867.776,44.2514,0,0.8977,0.7025,42.4082,0,2871.1298,0,0,1,0,2143.6547,0,0,1,0,2497.182958,0,0,1,0,1827.90143,0,0,1,0,1903.47459,0.77,0.95,0.21,#NULL!
659962,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,North West,England,1.2119,1.25,1.3229,0.9935,1.0903,1.2114,1.2428,1.2452,1.2486,1.2361,1.2615,1.2135,1.2031,1.055,0.3895,0.3817,0.4644,0.2927,2.9706,53.9878,0,1.0052,1.0233,43.5131,0.0026,6121.8823,52.0875,0,1.1884,1.5672,41.1333,0.0061,5133.9032,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.75,0.94,0.2,#NULL!
940080,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,2,Rural,East,England,1.0286,1.01,1.3232,0.8575,1.0678,1.0097,1.0371,1.0265,1.0114,1.025,0.9871,1.0222,1.0557,1.0475,0.4027,0.4028,0.4374,0.3618,0.4706,33.4081,0,1.3327,0.8156,31.187,0.0007,2908.6321,33.4859,0,1.3354,0.8259,31.3594,0.0011,2976.6514,0,0,1,0,2319.929292,0,0,1,0,2609.898182,0,0,1,0,1542.20725,0,0,1,0,1579.222,0.65,0.76,#NULL!,#NULL!
654784,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,2,Rural,East,England,1.2894,1.29,1.3238,1.1912,1.3177,1.3038,1.2803,1.2604,1.2967,1.2834,1.2969,1.253,1.2828,1.3142,0.4842,0.4581,0.5663,0.3738,0.6316,34.2691,0.0031,0.7999,0.5904,25.3228,0.0065,4927.6148,35.5941,0,0.7483,0.5475,25.4105,0.0005,5276.6537,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.9,0.97,#NULL!,#NULL!
455628,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Wales,Wales,1.2158,1.24,1.3419,1.0048,1.2473,1.2069,1.2002,1.1896,1.222,1.2529,1.2173,1.2036,1.1901,1.2334,0.4048,0.4065,0.4728,0.3155,0.9706,55.3132,0.0012,0.6697,0.423,51.5016,0.0024,5223.4054,55.2735,0,0.8071,0.6265,52.5903,0.0002,5327.7122,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.75,0.92,#NULL!,#NULL!
848661,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Wales,Wales,1.2929,1.31,1.3518,1.0363,1.3054,1.2745,1.255,1.304,1.3235,1.3041,1.3172,1.2968,1.2935,1.3067,0.4222,0.4239,0.5591,0.3071,0.2059,41.5828,0.0002,0.8789,0.8639,35.5099,0.0002,2875.8444,42.1868,0,1.0207,1.5601,35.0371,0,2940.6237,0,0,0.9972,0.0028,3278.395729,0,0,1,0,4209.528345,0,0,0.9884,0.0116,2417.46243,0,0,1,0,2158.685366,0.77,0.97,0.13,#NULL!
943056,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,2,Rural,Northern Ireland,Northern Ireland,1.0459,1.03,1.3793,0.5323,0.9265,1.1896,1.2047,1.0259,0.8878,0.9694,1.0934,1.0903,0.9454,0.8783,0.4491,0.4661,0.5637,0.2826,0.2333,66.233,0.0007,1.609,0.5852,45.0873,0.0005,3850.5196,59.3596,0,1.8517,0.619,57.6243,0.001,4558.4303,0,0,1,0,3252.120776,0,0,1,0,3106.720188,0,0,0.9691,0.0309,2523.73603,0,0,0.9091,0.0909,4009.610227,0.39,0.75,0.12,#NULL!
3653,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Wales,Wales,1.3557,1.38,1.4284,1.2548,1.3372,1.3522,1.3525,1.3591,1.3672,1.3834,1.3735,1.354,1.3483,1.3285,0.3941,0.4072,0.4882,0.2931,0.1471,38.2461,0.0011,0.6928,0.4355,33.7754,0.0018,2520.2158,38.2585,0.005,0.696,0.4565,33.785,0.0073,2593.3191,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.88,0.97,0.26,#NULL!
147606,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,2,Urban,South East,England,1.3745,1.38,1.429,1.202,1.3757,1.3621,1.371,1.3908,1.3804,1.3904,1.3713,1.3851,1.3606,1.3756,0.279,0.2869,0.2985,0.2417,1.2941,40.5835,0.0004,1.1143,1.2618,40.7558,0.0017,4864.2642,40.5371,0,0.9457,1.1978,41.0262,0.0008,4801.3402,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.84,0.97,1.53,#NULL!
945206,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Northern Ireland,Northern Ireland,1.2247,1.33,1.4413,0.9216,1.0993,1.1395,1.0654,1.3845,1.3238,1.3759,1.2783,1.3172,1.2888,1.1096,0.4991,0.4702,0.5585,0.4058,0.1304,44.7909,0,0.8774,0.6069,40.8842,0.0003,2534.1862,45.959,0,0.7367,0.6075,41.3429,0.0001,2487.1743,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.64,0.92,#NULL!,#NULL!
466170,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Wales,Wales,1.3066,1.28,1.4456,0.9024,1.3376,1.3081,1.3378,1.31,1.3254,1.2956,1.2668,1.2326,1.2718,1.2969,0.3954,0.3919,0.4402,0.3386,6.6176,43.74,0.0084,1.6518,1.0593,39.7234,0.0039,2889.4498,43.5738,0.0255,1.8098,1.2638,40.0674,0.0346,3083.9134,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.62,0.89,0.26,#NULL!
48554,OFCOM,ADSL,ADSL1,Over 2 and up to 10,BT 8,2,Rural,South East,England,1.342,1.32,1.4682,1.1636,1.3459,1.3467,1.3213,1.3457,1.3472,1.3516,1.2965,1.3571,1.3794,1.3367,0.1333,0.1158,0.179,0.0844,0.1176,40.301,0.0497,2.4124,1.2603,39.1537,0.0001,3143.591,41.8282,0.0481,5.0375,0.6357,38.049,0.0001,3272.6046,0,0,1,0,2003.734469,0,0,1,0,2156.94,0,0,1,0,2223.42536,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.79,0.9,0.15,#NULL!
940006,SKC,ADSL,ADSL1,Over 2 and up to 10,BT 8,1,Rural,Scotland,Scotland,1.399,1.41,1.4759,1.2186,1.3812,1.3859,1.4027,1.4029,1.3846,1.4198,1.4076,1.43,1.385,1.3896,0.3835,0.3844,0.4016,0.3579,0.0588,46.1566,0.0003,0.9,1.1495,44.6485,0.0011,2561.244,46.6446,0,0.8899,1.4929,44.7006,0.0009,2585.8913,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.83,0.96,0.22,#NULL!
